match_id,player,format,year,runs,balls_faced,fours,sixes,strike_rate,dismissed
1185,Babar Azam,T20_WC,2019,71.0,89,8,0,79.78,0
1948,Pat Cummins,T20_WC,2011,4.0,2,0,0,200.0,1
1132,Jos Buttler,ODI_WC,2011,8.0,7,0,0,114.29,1
996,Babar Azam,T20_WC,2008,123.0,146,13,1,84.25,1
65,Virat Kohli,ODI_WC,2010,5.0,3,0,0,166.67,1
1100,MS Dhoni,IPL,2014,76.0,65,10,1,116.92,0
1070,KL Rahul,T20_WC,2011,42.0,55,3,1,76.36,1
1953,Steve Smith,IPL,2009,2.0,1,0,0,200.0,1
1900,Joe Root,IPL,2015,23.0,16,3,1,143.75,1
1477,Suresh Raina,Test,2018,25.0,27,3,1,92.59,1
450,Joe Root,IPL,2008,94.0,128,12,2,73.44,0
1956,Brian Lara,ODI_WC,2020,19.0,24,2,0,79.17,1
984,Brian Lara,IPL,2023,20.0,27,1,0,74.07,1
1771,Jos Buttler,IPL,2016,4.0,4,0,0,100.0,0
950,Babar Azam,IPL,2012,35.0,35,4,2,100.0,1
434,Kane Williamson,ODI_WC,2009,8.0,10,1,0,80.0,1
1971,Ben Stokes,IPL,2020,2.0,1,0,0,200.0,1
626,MS Dhoni,ODI_WC,2021,200.0,189,25,13,105.82,1
1332,Babar Azam,ODI_WC,2011,10.0,10,1,0,100.0,1
1007,Rohit Sharma,IPL,2010,5.0,6,0,0,83.33,1
405,Ben Stokes,T20_WC,2014,42.0,56,2,3,75.0,1
1660,Kane Williamson,IPL,2013,60.0,57,7,4,105.26,0
1822,Joe Root,Test,2018,2.0,2,0,0,100.0,1
143,Kane Williamson,IPL,2019,3.0,3,0,0,100.0,1
1673,Chris Gayle,IPL,2018,3.0,2,0,0,150.0,1
759,David Warner,IPL,2016,1.0,1,0,0,100.0,1
288,Jos Buttler,ODI_WC,2011,37.0,37,4,1,100.0,1
72,Ricky Ponting,ODI_WC,2019,31.0,29,4,1,106.9,1
407,AB de Villiers,Test,2010,38.0,38,2,2,100.0,1
1819,MS Dhoni,Test,2014,24.0,23,1,0,104.35,1
554,Babar Azam,IPL,2013,59.0,72,6,1,81.94,0
1288,Brian Lara,T20_WC,2012,27.0,36,3,1,75.0,1
1245,Brian Lara,ODI_WC,2022,87.0,90,9,4,96.67,1
779,Ricky Ponting,Test,2022,23.0,29,1,0,79.31,1
1941,Babar Azam,IPL,2017,54.0,65,6,3,83.08,1
1779,Kumar Sangakkara,IPL,2014,18.0,16,2,0,112.5,1
1068,Shikhar Dhawan,Test,2012,19.0,21,1,0,90.48,1
1447,Kane Williamson,IPL,2016,66.0,77,3,1,85.71,1
990,Sachin Tendulkar,T20_WC,2019,3.0,2,0,0,150.0,1
289,Joe Root,Test,2011,29.0,28,1,1,103.57,1
1603,Shikhar Dhawan,ODI_WC,2008,45.0,62,4,1,72.58,1
1847,Sachin Tendulkar,IPL,2017,48.0,55,2,3,87.27,1
781,Pat Cummins,IPL,2019,31.0,28,2,2,110.71,1
1060,Chris Gayle,IPL,2012,20.0,17,1,1,117.65,1
1623,Virat Kohli,Test,2008,10.0,8,0,0,125.0,1
538,Suresh Raina,Test,2019,84.0,82,5,5,102.44,0
458,Sachin Tendulkar,ODI_WC,2020,16.0,13,2,0,123.08,1
1318,Rohit Sharma,T20_WC,2008,56.0,44,3,2,127.27,1
1124,Brian Lara,IPL,2008,1.0,1,0,0,100.0,1
1175,Chris Gayle,ODI_WC,2008,9.0,10,1,0,90.0,0
1160,Virat Kohli,IPL,2015,14.0,11,0,0,127.27,1
1806,Shikhar Dhawan,T20_WC,2009,38.0,27,2,0,140.74,0
1304,Ben Stokes,T20_WC,2016,13.0,9,1,0,144.44,1
1399,Jos Buttler,T20_WC,2014,1.0,1,0,0,100.0,0
1490,Shikhar Dhawan,Test,2021,6.0,4,0,0,150.0,1
1448,Ben Stokes,IPL,2018,10.0,10,1,0,100.0,1
1637,Brian Lara,ODI_WC,2010,6.0,6,0,0,100.0,1
1518,Kumar Sangakkara,IPL,2016,7.0,6,0,0,116.67,0
1689,Suresh Raina,ODI_WC,2011,51.0,65,7,3,78.46,0
1142,Steve Smith,ODI_WC,2014,18.0,18,1,0,100.0,1
1775,MS Dhoni,IPL,2022,18.0,13,1,1,138.46,1
980,Chris Gayle,IPL,2010,118.0,107,12,4,110.28,1
409,AB de Villiers,IPL,2012,20.0,27,2,0,74.07,0
1041,Ricky Ponting,IPL,2020,91.0,125,6,2,72.8,1
644,Kumar Sangakkara,ODI_WC,2011,12.0,10,0,0,120.0,1
251,Shikhar Dhawan,IPL,2020,17.0,13,1,0,130.77,1
1621,Sachin Tendulkar,T20_WC,2013,17.0,17,1,0,100.0,1
1748,AB de Villiers,IPL,2019,27.0,27,1,1,100.0,1
1901,Kumar Sangakkara,T20_WC,2020,30.0,29,2,1,103.45,1
879,KL Rahul,ODI_WC,2016,9.0,9,0,0,100.0,1
105,David Warner,IPL,2022,55.0,47,8,2,117.02,1
849,AB de Villiers,T20_WC,2012,24.0,18,3,1,133.33,1
1635,Suresh Raina,ODI_WC,2022,0.0,1,0,0,0.0,1
1065,Pat Cummins,IPL,2008,31.0,41,2,1,75.61,1
572,Ricky Ponting,ODI_WC,2020,55.0,43,3,3,127.91,1
1623,Joe Root,IPL,2012,10.0,11,1,0,90.91,1
469,Kumar Sangakkara,IPL,2012,1.0,1,0,0,100.0,1
555,Ben Stokes,T20_WC,2016,57.0,51,5,0,111.76,1
1974,Jos Buttler,IPL,2015,130.0,168,7,5,77.38,0
1844,Chris Gayle,ODI_WC,2012,2.0,2,0,0,100.0,1
533,Shikhar Dhawan,IPL,2012,97.0,107,6,7,90.65,1
1688,Ricky Ponting,IPL,2022,15.0,15,1,1,100.0,1
1445,AB de Villiers,T20_WC,2021,99.0,74,5,7,133.78,1
634,Kane Williamson,T20_WC,2009,36.0,40,4,2,90.0,1
978,Pat Cummins,ODI_WC,2023,77.0,76,3,4,101.32,1
504,Kumar Sangakkara,IPL,2016,53.0,40,7,0,132.5,1
1708,David Warner,ODI_WC,2021,0.0,1,0,0,0.0,1
1235,Brian Lara,Test,2018,2.0,1,0,0,200.0,1
133,Chris Gayle,T20_WC,2022,26.0,21,3,1,123.81,1
957,Sachin Tendulkar,ODI_WC,2011,4.0,4,0,0,100.0,1
1324,Rohit Sharma,T20_WC,2014,21.0,15,2,0,140.0,1
219,Kumar Sangakkara,IPL,2017,108.0,124,14,2,87.1,1
1414,David Warner,IPL,2013,12.0,16,0,0,75.0,1
1009,KL Rahul,IPL,2021,23.0,18,2,1,127.78,1
1358,Rohit Sharma,Test,2012,16.0,15,1,0,106.67,1
387,Virat Kohli,IPL,2018,34.0,37,3,0,91.89,1
1601,Chris Gayle,T20_WC,2018,7.0,7,0,0,100.0,1
671,Kane Williamson,IPL,2012,10.0,11,1,0,90.91,1
951,AB de Villiers,ODI_WC,2021,68.0,66,4,1,103.03,1
1325,Ben Stokes,IPL,2014,58.0,46,8,1,126.09,1
114,Chris Gayle,ODI_WC,2021,54.0,41,3,2,131.71,1
1610,Chris Gayle,IPL,2020,51.0,62,7,2,82.26,0
823,Brian Lara,Test,2009,21.0,18,3,1,116.67,0
60,Joe Root,ODI_WC,2023,45.0,58,6,2,77.59,1
927,KL Rahul,ODI_WC,2016,17.0,20,2,0,85.0,0
1790,Kumar Sangakkara,IPL,2009,3.0,2,0,0,150.0,0
755,MS Dhoni,IPL,2016,17.0,14,2,1,121.43,0
115,Joe Root,Test,2018,6.0,5,0,0,120.0,1
295,AB de Villiers,IPL,2011,17.0,18,1,0,94.44,1
1404,Ben Stokes,IPL,2020,12.0,15,0,0,80.0,1
616,Babar Azam,T20_WC,2017,31.0,23,3,0,134.78,1
1584,Chris Gayle,IPL,2018,15.0,13,1,0,115.38,0
80,AB de Villiers,IPL,2017,42.0,40,4,2,105.0,1
1051,Brian Lara,T20_WC,2013,25.0,20,2,1,125.0,1
1808,Jos Buttler,IPL,2008,88.0,95,11,6,92.63,0
1460,Babar Azam,IPL,2012,3.0,3,0,0,100.0,1
1257,Brian Lara,T20_WC,2013,40.0,36,2,2,111.11,1
254,Pat Cummins,IPL,2016,39.0,41,3,2,95.12,1
1389,Kumar Sangakkara,ODI_WC,2021,105.0,99,8,1,106.06,1
1412,Joe Root,IPL,2016,16.0,15,1,0,106.67,1
938,Ricky Ponting,T20_WC,2023,12.0,10,0,0,120.0,1
373,Pat Cummins,IPL,2016,6.0,6,0,0,100.0,1
347,Babar Azam,IPL,2021,10.0,10,0,0,100.0,1
1462,David Warner,IPL,2010,24.0,20,1,1,120.0,1
1161,David Warner,IPL,2020,63.0,44,8,2,143.18,1
1177,KL Rahul,ODI_WC,2011,11.0,8,0,0,137.5,1
344,Pat Cummins,IPL,2015,6.0,4,0,0,150.0,1
58,MS Dhoni,ODI_WC,2015,11.0,11,1,0,100.0,1
220,Shikhar Dhawan,Test,2023,3.0,2,0,0,150.0,1
1042,Ricky Ponting,T20_WC,2009,91.0,90,11,2,101.11,1
428,Steve Smith,IPL,2015,72.0,67,9,5,107.46,1
1626,Joe Root,IPL,2014,12.0,12,0,0,100.0,0
842,Ricky Ponting,Test,2016,9.0,10,0,0,90.0,1
1201,Kane Williamson,ODI_WC,2023,82.0,84,6,0,97.62,1
1580,Babar Azam,ODI_WC,2012,0.0,1,0,0,0.0,1
1506,Ricky Ponting,IPL,2009,32.0,22,2,2,145.45,1
1518,Brian Lara,ODI_WC,2012,86.0,73,9,4,117.81,1
486,Pat Cummins,ODI_WC,2021,24.0,23,3,1,104.35,0
1739,MS Dhoni,IPL,2009,0.0,1,0,0,0.0,0
974,Chris Gayle,T20_WC,2020,8.0,7,0,0,114.29,1
503,MS Dhoni,IPL,2019,89.0,117,7,1,76.07,1
622,Rohit Sharma,IPL,2022,0.0,1,0,0,0.0,1
1958,Rohit Sharma,ODI_WC,2012,17.0,23,2,0,73.91,0
705,AB de Villiers,IPL,2022,54.0,70,4,4,77.14,0
849,MS Dhoni,T20_WC,2020,63.0,80,5,4,78.75,1
1009,Babar Azam,IPL,2022,22.0,28,2,0,78.57,1
640,Shikhar Dhawan,IPL,2016,9.0,6,0,0,150.0,1
1034,Babar Azam,T20_WC,2014,32.0,25,3,0,128.0,1
1343,Ben Stokes,Test,2014,10.0,7,1,0,142.86,1
606,Shikhar Dhawan,IPL,2008,10.0,7,0,0,142.86,1
1514,Brian Lara,IPL,2016,57.0,52,3,1,109.62,1
814,Virat Kohli,T20_WC,2013,5.0,6,0,0,83.33,1
1761,Jos Buttler,IPL,2014,0.0,1,0,0,0.0,1
258,Jos Buttler,IPL,2020,14.0,12,0,1,116.67,1
882,AB de Villiers,IPL,2023,23.0,26,2,1,88.46,1
404,KL Rahul,IPL,2019,42.0,32,4,1,131.25,1
1248,KL Rahul,IPL,2009,53.0,50,5,1,106.0,1
771,KL Rahul,IPL,2023,38.0,34,3,2,111.76,0
548,David Warner,IPL,2008,34.0,43,4,2,79.07,1
261,Ricky Ponting,ODI_WC,2018,38.0,40,2,2,95.0,1
1300,Rohit Sharma,IPL,2020,11.0,12,1,0,91.67,1
1795,MS Dhoni,Test,2011,16.0,12,1,1,133.33,1
771,Chris Gayle,T20_WC,2019,33.0,44,1,1,75.0,1
1380,KL Rahul,IPL,2016,2.0,1,0,0,200.0,1
326,Shikhar Dhawan,Test,2021,12.0,14,1,0,85.71,0
999,MS Dhoni,IPL,2016,18.0,24,1,1,75.0,1
228,Babar Azam,IPL,2021,26.0,27,3,0,96.3,0
600,MS Dhoni,IPL,2023,23.0,24,2,1,95.83,1
1920,Rohit Sharma,ODI_WC,2018,44.0,34,5,1,129.41,1
1327,David Warner,T20_WC,2010,22.0,21,2,1,104.76,1
1126,David Warner,IPL,2008,82.0,106,9,2,77.36,1
1317,Kumar Sangakkara,IPL,2009,16.0,12,1,1,133.33,0
8,Kane Williamson,ODI_WC,2023,26.0,34,3,0,76.47,1
614,Virat Kohli,IPL,2022,0.0,1,0,0,0.0,1
625,Kane Williamson,IPL,2016,13.0,12,1,0,108.33,1
208,Ricky Ponting,T20_WC,2016,70.0,75,4,4,93.33,1
1387,Joe Root,ODI_WC,2023,14.0,11,1,0,127.27,1
897,Suresh Raina,IPL,2019,10.0,8,0,0,125.0,1
1998,Kane Williamson,IPL,2008,27.0,24,2,0,112.5,1
1069,Pat Cummins,ODI_WC,2016,2.0,1,0,0,200.0,0
458,Joe Root,IPL,2008,26.0,34,3,1,76.47,1
522,Suresh Raina,T20_WC,2017,12.0,11,1,0,109.09,1
342,Sachin Tendulkar,Test,2011,16.0,17,2,0,94.12,1
232,Ricky Ponting,ODI_WC,2012,54.0,43,6,2,125.58,0
1769,David Warner,IPL,2015,37.0,44,3,2,84.09,0
1503,Virat Kohli,IPL,2020,20.0,21,1,1,95.24,1
1988,Steve Smith,IPL,2012,30.0,30,2,0,100.0,1
1963,Virat Kohli,Test,2012,50.0,68,4,1,73.53,1
1367,Ricky Ponting,Test,2011,47.0,62,4,2,75.81,1
169,David Warner,IPL,2016,7.0,8,1,0,87.5,1
268,Chris Gayle,ODI_WC,2020,12.0,16,1,0,75.0,1
749,Shikhar Dhawan,ODI_WC,2015,14.0,15,1,0,93.33,0
1288,MS Dhoni,IPL,2016,7.0,8,0,0,87.5,1
892,Pat Cummins,IPL,2014,0.0,1,0,0,0.0,0
1325,Sachin Tendulkar,IPL,2014,6.0,4,0,0,150.0,1
600,David Warner,IPL,2012,57.0,79,5,2,72.15,1
1921,AB de Villiers,Test,2017,27.0,22,2,0,122.73,1
666,Ricky Ponting,Test,2023,14.0,12,1,0,116.67,0
342,Kumar Sangakkara,IPL,2008,32.0,26,2,0,123.08,1
107,Chris Gayle,IPL,2019,47.0,44,5,3,106.82,0
1753,David Warner,IPL,2013,15.0,13,2,1,115.38,1
159,Jos Buttler,ODI_WC,2017,21.0,23,1,1,91.3,1
1848,Babar Azam,T20_WC,2023,2.0,2,0,0,100.0,1
1378,AB de Villiers,T20_WC,2013,31.0,22,3,1,140.91,1
1573,Babar Azam,T20_WC,2017,15.0,18,1,1,83.33,1
459,Kane Williamson,IPL,2011,19.0,15,1,0,126.67,1
1924,MS Dhoni,T20_WC,2009,19.0,13,2,0,146.15,1
72,Pat Cummins,Test,2022,35.0,40,3,1,87.5,1
633,Virat Kohli,IPL,2008,29.0,38,4,2,76.32,1
1196,Pat Cummins,T20_WC,2010,19.0,15,1,0,126.67,1
227,Chris Gayle,IPL,2018,0.0,1,0,0,0.0,1
729,MS Dhoni,T20_WC,2020,33.0,26,4,1,126.92,1
607,AB de Villiers,T20_WC,2022,74.0,98,4,3,75.51,0
1201,Ben Stokes,T20_WC,2020,51.0,45,3,0,113.33,1
599,Ricky Ponting,Test,2016,139.0,140,19,6,99.29,1
1960,Ben Stokes,IPL,2019,5.0,6,0,0,83.33,0
102,Brian Lara,T20_WC,2008,8.0,8,0,0,100.0,0
1348,Kane Williamson,IPL,2012,27.0,36,2,1,75.0,1
1380,Sachin Tendulkar,ODI_WC,2017,9.0,12,0,0,75.0,1
1991,Chris Gayle,IPL,2013,1.0,1,0,0,100.0,1
1151,Virat Kohli,ODI_WC,2022,18.0,19,1,0,94.74,1
1418,Ben Stokes,IPL,2016,11.0,9,1,0,122.22,1
582,Chris Gayle,IPL,2008,10.0,13,0,0,76.92,1
735,MS Dhoni,IPL,2019,107.0,95,15,7,112.63,1
260,Kumar Sangakkara,Test,2012,9.0,11,0,0,81.82,1
277,Steve Smith,IPL,2023,4.0,3,0,0,133.33,1
810,Kumar Sangakkara,IPL,2008,4.0,3,0,0,133.33,0
596,Suresh Raina,IPL,2009,57.0,44,5,0,129.55,1
465,Sachin Tendulkar,IPL,2021,43.0,46,2,1,93.48,1
1396,Shikhar Dhawan,IPL,2009,4.0,3,0,0,133.33,1
134,KL Rahul,T20_WC,2018,8.0,6,1,0,133.33,1
1279,Virat Kohli,IPL,2012,48.0,41,6,2,117.07,1
1547,MS Dhoni,T20_WC,2017,11.0,9,1,0,122.22,1
1746,Shikhar Dhawan,IPL,2011,139.0,146,16,3,95.21,1
887,Babar Azam,IPL,2013,27.0,26,2,1,103.85,1
73,Rohit Sharma,T20_WC,2012,7.0,5,0,0,140.0,1
652,Sachin Tendulkar,IPL,2009,68.0,73,9,4,93.15,1
1311,Chris Gayle,IPL,2016,13.0,16,1,1,81.25,1
1695,MS Dhoni,IPL,2020,11.0,12,0,0,91.67,1
171,Shikhar Dhawan,IPL,2017,13.0,17,1,0,76.47,1
698,Shikhar Dhawan,T20_WC,2015,51.0,39,3,3,130.77,1
1586,Steve Smith,T20_WC,2022,6.0,7,0,0,85.71,1
247,Virat Kohli,T20_WC,2016,16.0,16,1,0,100.0,1
354,MS Dhoni,IPL,2018,1.0,1,0,0,100.0,0
1744,KL Rahul,IPL,2013,61.0,64,3,1,95.31,1
41,Suresh Raina,IPL,2012,14.0,12,1,0,116.67,1
112,Jos Buttler,T20_WC,2012,,8,1,0,112.5,1
716,Ben Stokes,T20_WC,2009,30.0,34,2,1,88.24,0
1905,AB de Villiers,IPL,2018,42.0,30,2,2,140.0,1
461,Chris Gayle,ODI_WC,2011,58.0,64,8,4,90.62,1
1956,KL Rahul,IPL,2009,14.0,16,0,1,87.5,0
1229,Babar Azam,Test,2009,58.0,55,2,4,105.45,1
1708,Suresh Raina,IPL,2019,21.0,17,1,1,123.53,1
639,Kumar Sangakkara,ODI_WC,2015,3.0,2,0,0,150.0,1
66,Ricky Ponting,IPL,2011,65.0,49,6,3,132.65,1
1393,Suresh Raina,Test,2019,27.0,20,3,1,135.0,1
1807,KL Rahul,IPL,2021,,26,3,2,123.08,1
461,Virat Kohli,IPL,2011,97.0,69,12,7,140.58,1
546,Kane Williamson,IPL,2014,28.0,24,3,1,116.67,1
1498,Chris Gayle,Test,2011,0.0,1,0,0,0.0,1
710,Brian Lara,Test,2016,71.0,99,7,5,71.72,1
44,AB de Villiers,IPL,2016,11.0,15,1,0,73.33,1
1789,Ben Stokes,T20_WC,2019,24.0,19,1,1,126.32,1
1697,Joe Root,T20_WC,2021,8.0,6,0,0,133.33,1
1359,Rohit Sharma,IPL,2021,12.0,12,1,0,100.0,0
1379,Suresh Raina,IPL,2010,40.0,32,3,1,125.0,1
1372,Brian Lara,Test,2013,19.0,20,1,1,95.0,1
1386,Kane Williamson,T20_WC,2022,34.0,33,1,0,103.03,1
1414,Ben Stokes,IPL,2014,60.0,55,5,2,109.09,1
1509,MS Dhoni,IPL,2010,14.0,17,0,0,82.35,1
1654,Ben Stokes,IPL,2011,29.0,37,3,1,78.38,1
1832,Kumar Sangakkara,T20_WC,2021,52.0,72,4,0,72.22,1
1286,Babar Azam,IPL,2008,43.0,36,5,0,119.44,1
75,Kumar Sangakkara,T20_WC,2018,27.0,35,2,1,77.14,1
1550,Virat Kohli,IPL,2016,16.0,17,2,0,94.12,1
1915,AB de Villiers,IPL,2014,18.0,20,2,0,90.0,1
468,Ricky Ponting,IPL,2017,19.0,25,2,1,76.0,1
5,Shikhar Dhawan,Test,2023,15.0,20,1,0,75.0,1
301,Kumar Sangakkara,IPL,2014,42.0,50,2,2,84.0,1
1211,Shikhar Dhawan,ODI_WC,2022,4.0,3,0,0,133.33,0
1225,Brian Lara,IPL,2016,119.0,124,11,7,95.97,0
1502,Suresh Raina,T20_WC,2019,52.0,58,7,2,89.66,0
1514,KL Rahul,IPL,2021,12.0,15,1,0,80.0,0
1323,Ricky Ponting,ODI_WC,2022,1.0,1,0,0,100.0,1
486,Brian Lara,ODI_WC,2013,43.0,41,5,1,104.88,1
949,David Warner,IPL,2015,46.0,45,4,3,102.22,0
251,KL Rahul,IPL,2012,115.0,84,12,7,136.9,0
667,Ricky Ponting,ODI_WC,2023,10.0,13,0,0,76.92,1
1400,Chris Gayle,IPL,2015,3.0,2,0,0,150.0,1
1221,MS Dhoni,T20_WC,2019,86.0,95,10,4,90.53,1
69,Rohit Sharma,IPL,2023,10.0,13,1,0,76.92,1
560,Virat Kohli,T20_WC,2017,44.0,43,4,1,102.33,1
1273,Ricky Ponting,T20_WC,2021,2.0,2,0,0,100.0,1
232,Rohit Sharma,IPL,2008,50.0,63,4,3,79.37,1
1487,Pat Cummins,T20_WC,2010,4.0,2,0,0,200.0,1
1647,David Warner,IPL,2022,41.0,40,2,1,102.5,1
329,Shikhar Dhawan,IPL,2011,26.0,30,3,0,86.67,1
1903,Brian Lara,IPL,2023,108.0,107,10,7,100.93,1
793,Sachin Tendulkar,T20_WC,2021,1.0,1,0,0,100.0,0
1160,AB de Villiers,IPL,2018,12.0,13,0,0,92.31,1
1614,Kane Williamson,Test,2016,2.0,1,0,0,200.0,1
743,Shikhar Dhawan,ODI_WC,2015,73.0,72,5,2,101.39,1
767,Sachin Tendulkar,IPL,2021,31.0,22,2,1,140.91,0
1696,Pat Cummins,ODI_WC,2023,26.0,20,2,0,130.0,1
479,Suresh Raina,IPL,2015,4.0,4,0,0,100.0,1
1085,Chris Gayle,T20_WC,2009,23.0,25,1,0,92.0,1
87,Shikhar Dhawan,IPL,2014,17.0,13,2,0,130.77,1
1537,Jos Buttler,ODI_WC,2022,13.0,15,1,0,86.67,1
1647,Ben Stokes,ODI_WC,2019,51.0,49,5,0,104.08,1
1183,Suresh Raina,T20_WC,2010,2.0,2,0,0,100.0,1
967,Babar Azam,IPL,2013,36.0,34,3,0,105.88,1
399,KL Rahul,IPL,2022,60.0,48,6,1,125.0,1
746,Chris Gayle,IPL,2011,83.0,102,10,1,81.37,1
1606,Suresh Raina,IPL,2023,47.0,51,6,1,92.16,1
1424,Jos Buttler,IPL,2013,11.0,10,1,0,110.0,1
462,Joe Root,ODI_WC,2011,32.0,30,3,1,106.67,0
364,Ricky Ponting,ODI_WC,2010,5.0,4,0,0,125.0,1
81,Pat Cummins,IPL,2009,4.0,3,0,0,133.33,0
714,Shikhar Dhawan,IPL,2011,35.0,25,3,1,140.0,1
93,AB de Villiers,ODI_WC,2017,66.0,69,9,3,95.65,1
874,Chris Gayle,Test,2009,2.0,2,0,0,100.0,1
72,Kane Williamson,IPL,2014,3.0,3,0,0,100.0,1
1081,Chris Gayle,IPL,2022,29.0,20,1,2,145.0,0
1547,Virat Kohli,ODI_WC,2008,8.0,10,0,0,80.0,1
507,Joe Root,ODI_WC,2021,33.0,33,2,0,100.0,0
1682,Ben Stokes,IPL,2018,8.0,6,1,0,133.33,1
1453,Ben Stokes,T20_WC,2023,4.0,4,0,0,100.0,1
1684,Jos Buttler,T20_WC,2008,27.0,25,2,1,108.0,0
720,Babar Azam,IPL,2012,69.0,60,9,5,115.0,1
1627,Virat Kohli,ODI_WC,2023,40.0,32,5,1,125.0,1
599,Pat Cummins,IPL,2014,59.0,61,7,2,96.72,1
398,MS Dhoni,ODI_WC,2021,10.0,7,0,0,142.86,1
460,Suresh Raina,T20_WC,2008,75.0,93,10,3,80.65,0
621,David Warner,IPL,2023,16.0,16,2,1,100.0,1
1307,David Warner,T20_WC,2019,66.0,66,8,2,100.0,1
205,Joe Root,ODI_WC,2019,22.0,15,3,1,146.67,1
976,Chris Gayle,Test,2011,10.0,12,1,0,83.33,1
97,Kumar Sangakkara,IPL,2012,10.0,10,0,0,100.0,1
472,MS Dhoni,IPL,2009,29.0,29,1,1,100.0,1
1484,Chris Gayle,Test,2014,2.0,2,0,0,100.0,1
265,MS Dhoni,T20_WC,2011,93.0,69,9,6,134.78,0
269,Suresh Raina,Test,2015,11.0,10,0,0,110.0,1
941,Ricky Ponting,IPL,2021,14.0,15,1,0,93.33,1
264,Kumar Sangakkara,IPL,2021,9.0,9,0,0,100.0,0
1650,Ricky Ponting,IPL,2022,0.0,1,0,0,0.0,1
824,Chris Gayle,ODI_WC,2008,41.0,37,3,1,110.81,1
1016,Sachin Tendulkar,Test,2017,31.0,28,2,0,110.71,1
1490,KL Rahul,T20_WC,2008,58.0,80,7,2,72.5,1
1755,Sachin Tendulkar,IPL,2008,1.0,1,0,0,100.0,1
1769,Steve Smith,IPL,2011,92.0,77,10,3,119.48,1
1633,MS Dhoni,T20_WC,2008,14.0,17,1,1,82.35,1
7,Pat Cummins,T20_WC,2023,85.0,84,4,4,101.19,1
1613,Jos Buttler,ODI_WC,2023,3.0,3,0,0,100.0,1
1152,KL Rahul,IPL,2022,47.0,50,6,1,94.0,0
399,David Warner,IPL,2012,30.0,33,3,0,90.91,0
184,Chris Gayle,IPL,2021,15.0,16,1,0,93.75,1
616,Pat Cummins,T20_WC,2021,2.0,1,0,0,200.0,0
1108,Suresh Raina,IPL,2013,32.0,40,4,1,80.0,1
440,Shikhar Dhawan,Test,2014,0.0,1,0,0,0.0,1
805,Ben Stokes,T20_WC,2015,24.0,21,1,1,114.29,1
1600,Ben Stokes,IPL,2015,32.0,26,2,1,123.08,1
1257,Chris Gayle,IPL,2009,46.0,56,2,2,82.14,1
1553,Pat Cummins,Test,2019,166.0,184,22,9,90.22,1
93,Babar Azam,IPL,2011,10.0,12,1,0,83.33,1
789,AB de Villiers,IPL,2014,13.0,15,1,0,86.67,0
1614,Ricky Ponting,Test,2016,14.0,10,1,0,140.0,1
477,MS Dhoni,ODI_WC,2016,46.0,41,5,2,112.2,1
361,Steve Smith,T20_WC,2018,93.0,98,8,4,94.9,0
111,Pat Cummins,IPL,2010,128.0,116,14,1,110.34,1
1366,Pat Cummins,ODI_WC,2019,102.0,86,13,4,118.6,1
308,Sachin Tendulkar,IPL,2014,74.0,96,9,4,77.08,1
417,Sachin Tendulkar,IPL,2011,164.0,200,9,9,82.0,0
77,Babar Azam,IPL,2016,16.0,15,1,1,106.67,1
746,MS Dhoni,IPL,2014,103.0,127,9,7,81.1,1
607,Babar Azam,Test,2023,50.0,56,6,0,89.29,1
1292,AB de Villiers,T20_WC,2020,6.0,4,0,0,150.0,1
1376,Kumar Sangakkara,T20_WC,2020,1.0,1,0,0,100.0,1
1070,David Warner,Test,2013,8.0,7,0,0,114.29,0
1350,Brian Lara,IPL,2016,52.0,44,5,1,118.18,0
1483,Joe Root,IPL,2014,34.0,29,2,0,117.24,1
1406,Suresh Raina,T20_WC,2018,8.0,10,1,0,80.0,1
215,Steve Smith,T20_WC,2015,47.0,48,2,3,97.92,0
839,MS Dhoni,T20_WC,2018,5.0,6,0,0,83.33,1
441,David Warner,IPL,2012,60.0,50,3,1,120.0,1
788,MS Dhoni,T20_WC,2011,55.0,45,3,1,122.22,1
580,Shikhar Dhawan,IPL,2008,125.0,165,12,7,75.76,1
1365,Chris Gayle,IPL,2021,5.0,5,0,0,100.0,1
1324,Kumar Sangakkara,IPL,2015,82.0,108,7,0,75.93,1
1310,Jos Buttler,IPL,2013,14.0,10,0,0,140.0,1
1433,Steve Smith,IPL,2011,18.0,24,1,0,75.0,1
1823,AB de Villiers,IPL,2010,22.0,21,2,0,104.76,1
639,Jos Buttler,Test,2012,34.0,27,3,2,125.93,1
1410,Steve Smith,Test,2011,183.0,215,14,1,85.12,1
1492,KL Rahul,T20_WC,2018,32.0,40,2,0,80.0,1
494,Kane Williamson,Test,2018,91.0,66,5,2,137.88,1
1769,Kane Williamson,Test,2014,10.0,13,0,0,76.92,1
1718,Chris Gayle,IPL,2013,17.0,20,1,0,85.0,1
526,Chris Gayle,IPL,2010,24.0,22,2,1,109.09,1
1638,Steve Smith,Test,2019,13.0,10,1,0,130.0,1
151,AB de Villiers,T20_WC,2017,131.0,127,6,5,103.15,1
1861,Rohit Sharma,IPL,2020,45.0,38,4,2,118.42,1
692,Ben Stokes,ODI_WC,2018,22.0,23,2,1,95.65,0
891,Rohit Sharma,IPL,2019,48.0,59,4,2,81.36,1
979,Brian Lara,IPL,2023,22.0,25,1,1,88.0,1
1202,Shikhar Dhawan,IPL,2021,0.0,1,0,0,0.0,1
