match_id,format,year,team1,team2,winner,venue,toss_winner,toss_decision,toss_won_match,match_type
1032,T20_WC,2014,India,Afghanistan,Afghanistan,MA Chidambaram Stadium,Afghanistan,field,1,league
1033,IPL,2023,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,Wankhede Stadium,Punjab Kings,bat,0,league
1034,IPL,2009,Punjab Kings,Royal Challengers Bangalore,Punjab Kings,Feroz Shah Kotla,Punjab Kings,bat,1,league
1035,IPL,2023,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,Eden Gardens,Kolkata Knight Riders,bat,1,knockout
1036,ODI_WC,2013,Australia,India,Australia,SCG,Australia,field,1,league
1037,IPL,2020,Royal Challengers Bangalore,Punjab Kings,Punjab Kings,MCG,Punjab Kings,bat,1,knockout
1038,ODI_WC,2013,England,New Zealand,England,Eden Gardens,New Zealand,field,0,league
1039,IPL,2018,Delhi Capitals,Rajasthan Royals,Delhi Capitals,Eden Gardens,Rajasthan Royals,field,0,league
1040,IPL,2010,Rajasthan Royals,Punjab Kings,Punjab Kings,SuperSport Park,Rajasthan Royals,field,0,knockout
1041,T20_WC,2013,Afghanistan,New Zealand,Afghanistan,Lords,Afghanistan,bat,1,league
1042,ODI_WC,2017,Sri Lanka,India,Sri Lanka,Newlands,Sri Lanka,field,1,league
1043,IPL,2017,Rajasthan Royals,Punjab Kings,Rajasthan Royals,Newlands,Rajasthan Royals,field,1,league
1044,T20_WC,2023,Sri Lanka,India,Sri Lanka,Narendra Modi Stadium,Sri Lanka,field,1,league
1045,Test,2021,Afghanistan,India,India,Eden Gardens,India,field,1,knockout
1046,T20_WC,2012,Bangladesh,Australia,Bangladesh,SuperSport Park,Bangladesh,field,1,knockout
1047,IPL,2023,Punjab Kings,Rajasthan Royals,Punjab Kings,Gaddafi Stadium,Punjab Kings,field,1,knockout
1048,IPL,2019,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,Eden Gardens,Sunrisers Hyderabad,bat,1,knockout
1049,Test,2009,New Zealand,Australia,New Zealand,Eden Gardens,New Zealand,field,1,league
1050,IPL,2016,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,Feroz Shah Kotla,Sunrisers Hyderabad,bat,0,league
1051,Test,2015,England,West Indies,West Indies,Headingley,West Indies,bat,1,league
1052,T20_WC,2010,England,South Africa,England,Eden Gardens,England,field,1,league
1053,Test,2015,Sri Lanka,Afghanistan,Sri Lanka,Gaddafi Stadium,Afghanistan,field,0,league
1054,ODI_WC,2021,India,West Indies,West Indies,Newlands,India,bat,0,league
1055,Test,2016,South Africa,West Indies,South Africa,M. Chinnaswamy Stadium,South Africa,bat,1,league
1056,IPL,2021,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,Headingley,Sunrisers Hyderabad,bat,0,league
1057,ODI_WC,2022,South Africa,Sri Lanka,Sri Lanka,Gaddafi Stadium,South Africa,field,0,league
1058,IPL,2010,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,Headingley,Delhi Capitals,bat,0,knockout
1059,T20_WC,2010,Afghanistan,West Indies,Afghanistan,Eden Gardens,Afghanistan,field,1,league
1060,T20_WC,2009,South Africa,New Zealand,New Zealand,SuperSport Park,New Zealand,bat,1,knockout
1061,Test,2015,England,New Zealand,England,M. Chinnaswamy Stadium,New Zealand,field,0,league
1062,Test,2017,West Indies,India,West Indies,Dubai International,India,bat,0,league
1063,ODI_WC,2008,Afghanistan,New Zealand,New Zealand,Newlands,Afghanistan,field,0,knockout
1064,IPL,2015,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,MA Chidambaram Stadium,Delhi Capitals,bat,0,league
1065,IPL,2014,Royal Challengers Bangalore,Punjab Kings,Punjab Kings,Lords,Royal Challengers Bangalore,field,0,league
1066,ODI_WC,2021,South Africa,England,South Africa,MCG,South Africa,field,1,league
1067,IPL,2014,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,SCG,Kolkata Knight Riders,bat,0,league
1068,IPL,2010,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,Dubai International,Kolkata Knight Riders,bat,1,knockout
1069,IPL,2008,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,Newlands,Chennai Super Kings,field,0,league
1070,IPL,2011,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,Headingley,Royal Challengers Bangalore,bat,1,league
1071,IPL,2016,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,,Royal Challengers Bangalore,bat,0,knockout
1072,IPL,2012,Chennai Super Kings,Mumbai Indians,Mumbai Indians,Headingley,Chennai Super Kings,bat,0,league
1073,IPL,2008,Mumbai Indians,Chennai Super Kings,Mumbai Indians,Narendra Modi Stadium,Mumbai Indians,bat,1,league
1074,IPL,2022,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,MA Chidambaram Stadium,Mumbai Indians,field,0,knockout
1075,Test,2012,India,England,England,Newlands,England,field,1,league
1076,IPL,2020,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,Wankhede Stadium,Rajasthan Royals,field,0,knockout
1077,IPL,2015,Chennai Super Kings,Punjab Kings,Punjab Kings,SuperSport Park,Chennai Super Kings,field,0,league
1078,ODI_WC,2015,India,New Zealand,New Zealand,Eden Gardens,India,field,0,league
1079,IPL,2012,Chennai Super Kings,Punjab Kings,Punjab Kings,M. Chinnaswamy Stadium,Punjab Kings,field,1,knockout
1080,Test,2019,West Indies,Bangladesh,West Indies,Narendra Modi Stadium,West Indies,bat,1,league
1081,ODI_WC,2023,New Zealand,India,India,Narendra Modi Stadium,New Zealand,bat,0,knockout
1082,IPL,2016,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,Lords,Delhi Capitals,bat,0,league
1083,IPL,2022,Punjab Kings,Chennai Super Kings,Chennai Super Kings,SCG,Punjab Kings,bat,0,league
1084,Test,2008,New Zealand,India,New Zealand,SuperSport Park,India,bat,0,league
1085,Test,2011,Bangladesh,India,Bangladesh,Eden Gardens,Bangladesh,bat,1,knockout
1086,T20_WC,2010,England,Bangladesh,Bangladesh,MCG,England,bat,0,league
1087,T20_WC,2009,Bangladesh,South Africa,Bangladesh,SCG,South Africa,field,0,league
1088,IPL,2022,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,Dubai International,Mumbai Indians,field,0,league
1089,Test,2015,Afghanistan,Australia,Australia,Newlands,Afghanistan,bat,0,league
1090,IPL,2014,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,Eden Gardens,Sunrisers Hyderabad,field,1,knockout
1091,Test,2016,Bangladesh,Australia,Australia,Wankhede Stadium,Australia,bat,1,league
1092,T20_WC,2009,New Zealand,Afghanistan,New Zealand,MA Chidambaram Stadium,Afghanistan,bat,0,league
1093,T20_WC,2021,New Zealand,West Indies,New Zealand,MA Chidambaram Stadium,New Zealand,bat,1,league
1094,T20_WC,2021,Afghanistan,Australia,Australia,MCG,Australia,field,1,league
1095,IPL,2023,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,SCG,Delhi Capitals,field,1,league
1096,IPL,2011,Kolkata Knight Riders,Punjab Kings,Punjab Kings,Newlands,Kolkata Knight Riders,field,0,knockout
1097,IPL,2021,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,Rajasthan Royals,field,1,knockout
1098,IPL,2022,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,Headingley,Sunrisers Hyderabad,bat,0,knockout
1099,ODI_WC,2013,West Indies,South Africa,South Africa,Gaddafi Stadium,South Africa,bat,1,knockout
1100,IPL,2018,Delhi Capitals,Punjab Kings,Punjab Kings,Newlands,Delhi Capitals,bat,0,league
1101,IPL,2010,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,Eden Gardens,Chennai Super Kings,bat,1,league
1102,Test,2015,South Africa,West Indies,West Indies,Headingley,South Africa,bat,0,league
1103,Test,2010,Pakistan,India,Pakistan,Gaddafi Stadium,Pakistan,bat,1,league
1104,Test,2021,Pakistan,South Africa,Pakistan,Dubai International,Pakistan,field,1,league
1105,Test,2019,Bangladesh,England,England,Eden Gardens,Bangladesh,bat,0,league
1106,IPL,2020,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,SuperSport Park,Mumbai Indians,bat,1,league
1107,IPL,2020,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,Lords,Delhi Capitals,bat,0,league
1108,ODI_WC,2023,England,Bangladesh,England,Gaddafi Stadium,Bangladesh,bat,0,league
1109,ODI_WC,2009,West Indies,Bangladesh,West Indies,Newlands,West Indies,field,1,knockout
1110,IPL,2020,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,Headingley,Royal Challengers Bangalore,field,1,knockout
1111,ODI_WC,2020,Sri Lanka,Australia,Sri Lanka,MA Chidambaram Stadium,Australia,bat,0,league
1112,IPL,2010,Punjab Kings,Kolkata Knight Riders,Punjab Kings,Headingley,Punjab Kings,bat,1,league
1113,IPL,2018,Punjab Kings,Delhi Capitals,Delhi Capitals,Gaddafi Stadium,Punjab Kings,field,0,league
1114,T20_WC,2013,Pakistan,New Zealand,Pakistan,Feroz Shah Kotla,Pakistan,field,1,league
1115,T20_WC,2023,Bangladesh,Australia,Bangladesh,Feroz Shah Kotla,Bangladesh,field,1,league
1116,T20_WC,2009,Bangladesh,South Africa,South Africa,Narendra Modi Stadium,South Africa,bat,1,league
1117,IPL,2015,Punjab Kings,Kolkata Knight Riders,Punjab Kings,SCG,Kolkata Knight Riders,field,0,league
1118,Test,2008,Afghanistan,West Indies,West Indies,M. Chinnaswamy Stadium,Afghanistan,bat,0,league
1119,IPL,2014,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,Feroz Shah Kotla,Sunrisers Hyderabad,bat,1,knockout
1120,IPL,2009,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,MCG,Sunrisers Hyderabad,field,1,league
1121,Test,2017,Australia,England,England,M. Chinnaswamy Stadium,Australia,field,0,knockout
1122,Test,2019,South Africa,Bangladesh,Bangladesh,Eden Gardens,Bangladesh,bat,1,league
1123,Test,2023,England,South Africa,England,MCG,England,bat,1,league
1124,ODI_WC,2013,Australia,England,Australia,SuperSport Park,Australia,bat,1,league
1125,ODI_WC,2019,Sri Lanka,West Indies,Sri Lanka,Narendra Modi Stadium,West Indies,field,0,league
1126,T20_WC,2009,Australia,Bangladesh,Bangladesh,SuperSport Park,Australia,field,0,league
1127,IPL,2009,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,SCG,Sunrisers Hyderabad,bat,0,league
1128,IPL,2017,Chennai Super Kings,Punjab Kings,Chennai Super Kings,MCG,Chennai Super Kings,field,1,league
1129,IPL,2020,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,Newlands,Delhi Capitals,bat,0,league
1130,IPL,2015,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,Narendra Modi Stadium,Rajasthan Royals,field,1,league
1131,ODI_WC,2022,South Africa,England,South Africa,SuperSport Park,South Africa,bat,1,league
1132,T20_WC,2022,Pakistan,New Zealand,New Zealand,Newlands,Pakistan,field,0,knockout
1133,IPL,2019,Mumbai Indians,Delhi Capitals,Mumbai Indians,,Delhi Capitals,bat,0,knockout
1134,IPL,2009,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,Dubai International,Sunrisers Hyderabad,field,1,league
1135,ODI_WC,2014,India,Pakistan,India,Dubai International,Pakistan,field,0,league
1136,IPL,2010,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,Dubai International,Punjab Kings,field,0,league
1137,Test,2015,New Zealand,Pakistan,New Zealand,Wankhede Stadium,New Zealand,bat,1,league
1138,T20_WC,2014,Sri Lanka,Afghanistan,Afghanistan,Lords,Sri Lanka,bat,0,league
1139,T20_WC,2021,India,New Zealand,New Zealand,Newlands,New Zealand,field,1,league
1140,T20_WC,2015,New Zealand,South Africa,South Africa,,New Zealand,bat,0,league
1141,ODI_WC,2021,Australia,Sri Lanka,Sri Lanka,Wankhede Stadium,Sri Lanka,field,1,league
1142,IPL,2014,Kolkata Knight Riders,Punjab Kings,Punjab Kings,Wankhede Stadium,Punjab Kings,bat,1,league
1143,ODI_WC,2018,New Zealand,West Indies,West Indies,SuperSport Park,New Zealand,field,0,league
1144,T20_WC,2013,Afghanistan,England,England,Eden Gardens,Afghanistan,bat,0,knockout
1145,IPL,2020,Rajasthan Royals,Mumbai Indians,Mumbai Indians,Gaddafi Stadium,Rajasthan Royals,field,0,knockout
1146,Test,2014,West Indies,South Africa,West Indies,Eden Gardens,South Africa,field,0,league
1147,ODI_WC,2012,New Zealand,Pakistan,Pakistan,MCG,Pakistan,field,1,league
1148,ODI_WC,2014,New Zealand,England,New Zealand,MCG,New Zealand,field,1,league
1149,Test,2008,India,England,England,Lords,India,field,0,league
1150,Test,2008,Bangladesh,England,England,Eden Gardens,England,field,1,league
1151,ODI_WC,2016,Bangladesh,Sri Lanka,Bangladesh,Feroz Shah Kotla,Bangladesh,field,1,league
1152,ODI_WC,2021,South Africa,West Indies,West Indies,Headingley,South Africa,field,0,league
1153,ODI_WC,2012,Afghanistan,Sri Lanka,Afghanistan,Eden Gardens,Sri Lanka,bat,0,knockout
1154,ODI_WC,2020,India,Afghanistan,Afghanistan,Lords,Afghanistan,bat,1,knockout
1155,T20_WC,2012,India,West Indies,India,Lords,West Indies,bat,0,league
1156,ODI_WC,2010,Bangladesh,West Indies,Bangladesh,Newlands,West Indies,bat,0,league
1157,IPL,2012,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,MA Chidambaram Stadium,Chennai Super Kings,bat,1,league
1158,Test,2010,West Indies,Bangladesh,Bangladesh,Eden Gardens,Bangladesh,bat,1,league
1159,Test,2016,Australia,England,Australia,Narendra Modi Stadium,England,bat,0,league
1160,IPL,2016,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,Feroz Shah Kotla,Kolkata Knight Riders,field,1,league
1161,ODI_WC,2013,Pakistan,Australia,Australia,M. Chinnaswamy Stadium,Australia,bat,1,league
1162,IPL,2022,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,Newlands,Royal Challengers Bangalore,field,0,league
1163,IPL,2008,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,Newlands,Kolkata Knight Riders,field,1,knockout
1164,ODI_WC,2014,Pakistan,Australia,Pakistan,SuperSport Park,Pakistan,field,1,league
1165,IPL,2014,Punjab Kings,Chennai Super Kings,Punjab Kings,Gaddafi Stadium,Punjab Kings,bat,1,league
1166,ODI_WC,2023,Australia,Bangladesh,Australia,SuperSport Park,Australia,field,1,league
1167,ODI_WC,2021,South Africa,Sri Lanka,Sri Lanka,SCG,Sri Lanka,bat,1,league
1168,T20_WC,2017,South Africa,Afghanistan,Afghanistan,Newlands,South Africa,bat,0,league
1169,IPL,2017,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,Dubai International,Delhi Capitals,bat,0,league
1170,IPL,2011,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,Narendra Modi Stadium,Royal Challengers Bangalore,bat,0,league
1171,T20_WC,2015,England,Pakistan,England,Narendra Modi Stadium,England,field,1,league
1172,Test,2013,Sri Lanka,West Indies,West Indies,Narendra Modi Stadium,West Indies,field,1,knockout
1173,T20_WC,2011,England,Pakistan,Pakistan,Lords,Pakistan,bat,1,league
1174,IPL,2011,Punjab Kings,Rajasthan Royals,Rajasthan Royals,SCG,Punjab Kings,bat,0,league
1175,T20_WC,2023,Bangladesh,India,India,Wankhede Stadium,India,field,1,league
1176,T20_WC,2009,Bangladesh,New Zealand,Bangladesh,Gaddafi Stadium,New Zealand,bat,0,league
1177,ODI_WC,2021,Afghanistan,India,Afghanistan,SuperSport Park,Afghanistan,bat,1,knockout
1178,IPL,2009,Punjab Kings,Delhi Capitals,Delhi Capitals,M. Chinnaswamy Stadium,Punjab Kings,bat,0,league
1179,ODI_WC,2019,South Africa,England,South Africa,Gaddafi Stadium,England,bat,0,league
1180,T20_WC,2021,South Africa,Sri Lanka,Sri Lanka,MCG,South Africa,bat,0,knockout
1181,Test,2011,Pakistan,England,Pakistan,SCG,Pakistan,field,1,knockout
1182,IPL,2012,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,Eden Gardens,Chennai Super Kings,field,1,knockout
1183,T20_WC,2015,Pakistan,South Africa,Pakistan,MA Chidambaram Stadium,South Africa,field,0,league
1184,Test,2022,Sri Lanka,Pakistan,Pakistan,MCG,Pakistan,field,1,knockout
1185,IPL,2013,Chennai Super Kings,Delhi Capitals,Delhi Capitals,Dubai International,Chennai Super Kings,bat,0,knockout
1186,Test,2021,England,Sri Lanka,England,Narendra Modi Stadium,Sri Lanka,bat,0,knockout
1187,ODI_WC,2022,India,Australia,India,Eden Gardens,India,bat,1,league
1188,IPL,2011,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,,Kolkata Knight Riders,bat,1,league
1189,IPL,2020,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,MA Chidambaram Stadium,Royal Challengers Bangalore,bat,1,league
1190,ODI_WC,2018,West Indies,Pakistan,Pakistan,MA Chidambaram Stadium,West Indies,bat,0,league
1191,IPL,2014,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,M. Chinnaswamy Stadium,Kolkata Knight Riders,field,1,knockout
1192,T20_WC,2015,England,Sri Lanka,Sri Lanka,Feroz Shah Kotla,England,bat,0,league
1193,IPL,2009,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,Narendra Modi Stadium,Kolkata Knight Riders,bat,1,league
1194,T20_WC,2019,Bangladesh,West Indies,Bangladesh,Newlands,Bangladesh,bat,1,knockout
1195,IPL,2014,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,SCG,Royal Challengers Bangalore,field,0,league
1196,Test,2022,India,Australia,India,Newlands,India,field,1,knockout
1197,Test,2021,New Zealand,Australia,Australia,MA Chidambaram Stadium,New Zealand,field,0,knockout
1198,Test,2009,Afghanistan,South Africa,Afghanistan,Headingley,South Africa,field,0,league
1199,ODI_WC,2009,England,Pakistan,England,MA Chidambaram Stadium,Pakistan,field,0,league
1200,IPL,2015,Chennai Super Kings,Mumbai Indians,Mumbai Indians,Wankhede Stadium,Chennai Super Kings,field,0,knockout
1201,ODI_WC,2009,Bangladesh,New Zealand,Bangladesh,Lords,New Zealand,field,0,league
1202,IPL,2022,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,Newlands,Royal Challengers Bangalore,field,1,league
1203,IPL,2018,Rajasthan Royals,Delhi Capitals,Delhi Capitals,Eden Gardens,Delhi Capitals,bat,1,league
1204,IPL,2016,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,Newlands,Rajasthan Royals,bat,1,league
1205,T20_WC,2019,England,New Zealand,New Zealand,Lords,New Zealand,field,1,league
1206,ODI_WC,2008,Sri Lanka,India,India,SuperSport Park,India,field,1,league
1207,ODI_WC,2022,England,India,England,MCG,England,field,1,league
1208,IPL,2016,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,Feroz Shah Kotla,Delhi Capitals,field,0,knockout
1209,IPL,2022,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,Gaddafi Stadium,Sunrisers Hyderabad,bat,0,league
1210,Test,2008,Sri Lanka,New Zealand,Sri Lanka,Gaddafi Stadium,New Zealand,bat,0,league
1211,IPL,2017,Punjab Kings,Delhi Capitals,Delhi Capitals,MA Chidambaram Stadium,Delhi Capitals,field,1,knockout
1212,T20_WC,2020,India,Bangladesh,Bangladesh,Wankhede Stadium,Bangladesh,field,1,league
1213,IPL,2017,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,Lords,Royal Challengers Bangalore,bat,1,knockout
1214,ODI_WC,2009,West Indies,Sri Lanka,West Indies,Feroz Shah Kotla,Sri Lanka,bat,0,league
1215,ODI_WC,2023,New Zealand,West Indies,West Indies,M. Chinnaswamy Stadium,West Indies,bat,1,knockout
1216,IPL,2013,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,Dubai International,Sunrisers Hyderabad,bat,1,league
1217,IPL,2013,Mumbai Indians,Rajasthan Royals,Mumbai Indians,M. Chinnaswamy Stadium,Rajasthan Royals,field,0,knockout
1218,ODI_WC,2008,New Zealand,Afghanistan,New Zealand,M. Chinnaswamy Stadium,New Zealand,field,1,knockout
1219,ODI_WC,2014,West Indies,India,India,Headingley,India,bat,1,league
1220,IPL,2015,Delhi Capitals,Punjab Kings,Delhi Capitals,Dubai International,Delhi Capitals,field,1,league
1221,Test,2009,South Africa,Australia,Australia,Dubai International,South Africa,field,0,league
1222,IPL,2015,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,Newlands,Rajasthan Royals,bat,0,knockout
1223,IPL,2016,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,Gaddafi Stadium,Kolkata Knight Riders,field,0,league
1224,Test,2013,Bangladesh,West Indies,West Indies,Eden Gardens,Bangladesh,bat,0,league
1225,IPL,2012,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,SCG,Chennai Super Kings,field,1,league
1226,T20_WC,2019,India,Bangladesh,India,M. Chinnaswamy Stadium,India,bat,1,league
1227,IPL,2016,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,Wankhede Stadium,Mumbai Indians,field,0,league
1228,IPL,2023,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,Lords,Delhi Capitals,field,0,league
1229,Test,2020,India,Sri Lanka,India,SuperSport Park,India,bat,1,league
1230,IPL,2019,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,SCG,Punjab Kings,bat,1,league
1231,Test,2018,New Zealand,Afghanistan,Afghanistan,Dubai International,New Zealand,bat,0,league
1232,IPL,2016,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,MCG,Rajasthan Royals,field,0,league
1233,IPL,2008,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,Narendra Modi Stadium,Mumbai Indians,field,1,league
1234,IPL,2018,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,,Chennai Super Kings,bat,1,knockout
1235,ODI_WC,2010,Sri Lanka,South Africa,Sri Lanka,Feroz Shah Kotla,Sri Lanka,bat,1,league
1236,IPL,2016,Mumbai Indians,Delhi Capitals,Mumbai Indians,Feroz Shah Kotla,Mumbai Indians,bat,1,league
1237,Test,2018,New Zealand,Bangladesh,New Zealand,SCG,New Zealand,bat,1,league
1238,T20_WC,2009,New Zealand,Afghanistan,New Zealand,M. Chinnaswamy Stadium,Afghanistan,field,0,league
1239,Test,2019,England,West Indies,England,Wankhede Stadium,England,bat,1,league
1240,IPL,2011,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,Wankhede Stadium,Chennai Super Kings,field,0,league
1241,Test,2011,West Indies,Afghanistan,West Indies,Wankhede Stadium,West Indies,bat,1,league
1242,ODI_WC,2009,Bangladesh,India,Bangladesh,Lords,Bangladesh,bat,1,league
1243,ODI_WC,2022,South Africa,Sri Lanka,Sri Lanka,MA Chidambaram Stadium,South Africa,field,0,league
1244,ODI_WC,2010,New Zealand,Afghanistan,New Zealand,MA Chidambaram Stadium,New Zealand,field,1,league
1245,ODI_WC,2020,Pakistan,West Indies,West Indies,Wankhede Stadium,West Indies,field,1,league
1246,T20_WC,2010,Pakistan,Afghanistan,Pakistan,Wankhede Stadium,Pakistan,bat,1,league
1247,IPL,2008,Mumbai Indians,Punjab Kings,Punjab Kings,Feroz Shah Kotla,Mumbai Indians,bat,0,league
1248,IPL,2013,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,Feroz Shah Kotla,Delhi Capitals,field,0,league
1249,Test,2023,India,Sri Lanka,India,Lords,Sri Lanka,bat,0,knockout
1250,T20_WC,2015,Afghanistan,South Africa,South Africa,Lords,Afghanistan,bat,0,league
1251,ODI_WC,2019,England,Sri Lanka,Sri Lanka,Eden Gardens,England,bat,0,league
1252,T20_WC,2010,Bangladesh,South Africa,South Africa,SCG,Bangladesh,field,0,knockout
1253,IPL,2012,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,Newlands,Royal Challengers Bangalore,field,1,league
1254,IPL,2008,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,MA Chidambaram Stadium,Sunrisers Hyderabad,field,1,knockout
1255,ODI_WC,2017,Bangladesh,Afghanistan,Bangladesh,Lords,Afghanistan,field,0,league
1256,IPL,2014,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,Headingley,Rajasthan Royals,field,0,league
1257,IPL,2017,Punjab Kings,Rajasthan Royals,Punjab Kings,SCG,Punjab Kings,bat,1,league
1258,T20_WC,2020,Pakistan,Sri Lanka,Pakistan,SCG,Pakistan,field,1,league
1259,IPL,2008,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,SuperSport Park,Kolkata Knight Riders,field,0,league
1260,T20_WC,2019,Afghanistan,Australia,Australia,SCG,Australia,bat,1,league
1261,IPL,2018,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,SuperSport Park,Rajasthan Royals,bat,0,knockout
1262,ODI_WC,2016,England,Bangladesh,Bangladesh,SuperSport Park,England,field,0,knockout
1263,IPL,2015,Rajasthan Royals,Punjab Kings,Rajasthan Royals,SuperSport Park,Punjab Kings,bat,0,league
1264,T20_WC,2014,England,Sri Lanka,England,MCG,Sri Lanka,field,0,league
1265,IPL,2017,Rajasthan Royals,Punjab Kings,Punjab Kings,SCG,Punjab Kings,field,1,knockout
1266,IPL,2022,Delhi Capitals,Punjab Kings,Delhi Capitals,Newlands,Punjab Kings,bat,0,league
1267,IPL,2014,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,MA Chidambaram Stadium,Royal Challengers Bangalore,field,1,league
1268,T20_WC,2012,West Indies,New Zealand,New Zealand,SCG,West Indies,bat,0,league
1269,T20_WC,2012,West Indies,England,West Indies,MCG,West Indies,bat,1,league
1270,IPL,2018,Kolkata Knight Riders,Punjab Kings,Punjab Kings,Newlands,Kolkata Knight Riders,bat,0,league
1271,ODI_WC,2020,England,Pakistan,Pakistan,Headingley,Pakistan,bat,1,league
1272,Test,2012,Afghanistan,South Africa,Afghanistan,MA Chidambaram Stadium,Afghanistan,field,1,league
1273,ODI_WC,2008,South Africa,England,England,Gaddafi Stadium,South Africa,field,0,league
1274,IPL,2015,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,M. Chinnaswamy Stadium,Royal Challengers Bangalore,bat,1,league
1275,T20_WC,2019,South Africa,Afghanistan,South Africa,,South Africa,field,1,knockout
1276,IPL,2018,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,Wankhede Stadium,Kolkata Knight Riders,bat,1,knockout
1277,IPL,2008,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Narendra Modi Stadium,Mumbai Indians,bat,1,knockout
1278,Test,2011,India,South Africa,India,SuperSport Park,South Africa,field,0,league
1279,IPL,2022,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,Narendra Modi Stadium,Sunrisers Hyderabad,bat,0,league
1280,T20_WC,2016,Bangladesh,Sri Lanka,Sri Lanka,Gaddafi Stadium,Sri Lanka,field,1,league
1281,T20_WC,2021,Sri Lanka,West Indies,West Indies,Feroz Shah Kotla,Sri Lanka,field,0,league
1282,ODI_WC,2016,England,Afghanistan,Afghanistan,Narendra Modi Stadium,Afghanistan,field,1,league
