match_id,bowler,format,year,overs,runs_conceded,wickets,economy_rate,maidens
1345,Pat Cummins,T20_WC,2023,10,111,2,11.1,2
1641,Yuzvendra Chahal,T20_WC,2011,10,97,2,9.7,0
1901,Jasprit Bumrah,T20_WC,2008,20,160,3,8.0,2
1641,Lasith Malinga,IPL,2010,10,84,0,8.4,2
1955,Kagiso Rabada,T20_WC,2021,20,206,4,10.3,0
850,James Anderson,Test,2022,10,62,0,6.2,2
1016,Muttiah Muralitharan,IPL,2017,4,32,4,8.0,1
726,Ravindra Jadeja,IPL,2013,4,21,0,5.25,2
205,Pat Cummins,T20_WC,2022,10,57,0,5.7,2
400,Ravindra Jadeja,IPL,2010,10,66,3,6.6,0
559,Rashid Khan,Test,2012,20,188,1,9.4,2
115,Stuart Broad,ODI_WC,2015,20,228,2,11.4,1
1885,Lasith Malinga,IPL,2015,20,151,3,7.55,0
1813,Shaheen Afridi,Test,2020,4,34,0,8.5,1
1417,Shane Warne,IPL,2016,4,35,0,8.75,2
1740,Pat Cummins,IPL,2019,4,27,1,6.75,0
264,Muttiah Muralitharan,Test,2022,10,98,1,9.8,0
330,James Anderson,T20_WC,2011,4,25,3,6.25,0
1506,Stuart Broad,Test,2021,10,63,0,6.3,1
175,Lasith Malinga,Test,2012,10,64,2,6.4,0
1236,Yuzvendra Chahal,IPL,2011,10,83,1,8.3,2
1744,Ravindra Jadeja,T20_WC,2014,4,27,3,6.75,0
938,Stuart Broad,ODI_WC,2019,4,32,1,8.0,0
365,Shane Warne,IPL,2016,10,76,7,7.6,2
395,Mitchell Starc,IPL,2013,4,43,0,10.75,0
569,Lasith Malinga,IPL,2018,10,65,1,6.5,0
1776,Pat Cummins,ODI_WC,2018,10,71,5,7.1,1
462,Lasith Malinga,IPL,2009,4,46,4,11.5,2
351,Yuzvendra Chahal,IPL,2014,10,67,0,6.7,2
1919,Mitchell Starc,Test,2010,4,42,3,10.5,0
424,Rashid Khan,Test,2015,4,23,3,5.75,1
755,Yuzvendra Chahal,ODI_WC,2010,10,91,5,9.1,1
1698,Shane Warne,IPL,2016,20,112,1,5.6,1
388,Shane Warne,T20_WC,2021,4,31,1,7.75,1
690,Rashid Khan,ODI_WC,2008,10,116,3,11.6,1
1274,Trent Boult,IPL,2013,20,189,7,9.45,2
816,James Anderson,IPL,2018,20,129,1,6.45,0
391,Pat Cummins,IPL,2017,20,213,2,10.65,2
384,Trent Boult,IPL,2014,10,95,2,9.5,2
1706,Lasith Malinga,Test,2010,10,114,3,11.4,2
1126,Trent Boult,T20_WC,2013,20,132,2,6.6,1
1473,Ravindra Jadeja,Test,2018,10,58,1,5.8,1
1842,Ravindra Jadeja,IPL,2020,4,37,1,9.25,2
1658,Jasprit Bumrah,IPL,2021,20,227,5,11.35,2
1582,Shaheen Afridi,ODI_WC,2017,20,208,1,10.4,0
856,Rashid Khan,T20_WC,2021,20,157,0,7.85,1
42,Muttiah Muralitharan,T20_WC,2010,20,160,3,8.0,0
92,Rashid Khan,T20_WC,2016,10,73,1,7.3,0
280,Glenn Maxwell,IPL,2013,20,228,0,11.4,1
1869,Shane Warne,Test,2018,20,213,1,10.65,0
1766,Stuart Broad,T20_WC,2015,20,137,0,6.85,1
138,Lasith Malinga,Test,2011,20,144,0,7.2,0
794,Mitchell Starc,ODI_WC,2015,4,40,0,10.0,0
1918,Trent Boult,ODI_WC,2012,20,159,2,7.95,1
375,Lasith Malinga,T20_WC,2022,10,92,1,9.2,2
1410,Rashid Khan,ODI_WC,2022,4,24,0,6.0,2
1249,Pat Cummins,Test,2015,4,43,2,10.75,2
348,Jasprit Bumrah,IPL,2020,20,177,0,8.85,2
1371,James Anderson,IPL,2022,10,107,0,10.7,1
710,Mitchell Starc,ODI_WC,2023,4,40,5,10.0,0
701,Kagiso Rabada,IPL,2020,4,32,0,8.0,1
442,James Anderson,T20_WC,2023,10,97,1,9.7,1
1275,James Anderson,ODI_WC,2009,4,21,2,5.25,1
563,Ravindra Jadeja,IPL,2021,20,161,7,8.05,0
593,Shaheen Afridi,IPL,2020,4,32,0,8.0,2
1280,Kagiso Rabada,Test,2010,20,158,4,7.9,1
481,Jasprit Bumrah,IPL,2023,10,58,3,5.8,1
847,Shane Warne,T20_WC,2017,10,84,2,8.4,0
1198,Shane Warne,IPL,2011,4,41,0,10.25,0
515,Yuzvendra Chahal,Test,2008,10,72,0,7.2,1
1866,Mitchell Starc,IPL,2012,20,214,0,10.7,0
1885,Ravindra Jadeja,IPL,2010,20,181,1,9.05,1
1607,Shaheen Afridi,IPL,2014,20,201,0,10.05,1
1330,Glenn Maxwell,IPL,2023,4,45,3,11.25,1
1572,Stuart Broad,ODI_WC,2009,20,167,2,8.35,0
692,Stuart Broad,IPL,2021,20,218,3,10.9,2
1068,Shaheen Afridi,ODI_WC,2021,10,59,0,5.9,1
598,Shane Warne,IPL,2018,4,41,2,10.25,1
479,Mitchell Starc,IPL,2021,10,108,3,10.8,1
1511,Stuart Broad,T20_WC,2020,20,226,0,11.3,1
270,Pat Cummins,IPL,2008,20,111,1,5.55,1
1730,Glenn Maxwell,ODI_WC,2009,10,58,2,5.8,2
1713,Rashid Khan,IPL,2010,10,51,1,5.1,1
1990,Kagiso Rabada,IPL,2017,10,85,1,8.5,0
1619,Mitchell Starc,IPL,2012,20,127,0,6.35,2
1179,Jasprit Bumrah,ODI_WC,2013,10,89,1,8.9,1
454,Pat Cummins,Test,2015,4,44,2,11.0,2
2,Kagiso Rabada,ODI_WC,2020,4,29,2,7.25,1
1613,James Anderson,T20_WC,2011,10,50,0,5.0,2
503,James Anderson,IPL,2022,4,44,1,11.0,1
47,Trent Boult,IPL,2011,4,37,0,9.25,0
1212,Muttiah Muralitharan,IPL,2020,4,25,0,6.25,1
650,Trent Boult,IPL,2009,10,98,0,9.8,2
1213,Yuzvendra Chahal,IPL,2010,4,37,1,9.25,0
1320,Ravindra Jadeja,IPL,2010,4,30,2,7.5,2
1029,Pat Cummins,IPL,2023,20,129,1,6.45,2
1806,Glenn Maxwell,IPL,2022,10,119,0,11.9,1
223,Muttiah Muralitharan,IPL,2023,20,190,1,9.5,0
1113,Trent Boult,IPL,2009,20,100,0,5.0,1
710,Yuzvendra Chahal,Test,2008,10,58,0,5.8,2
1356,Glenn Maxwell,Test,2009,4,26,0,6.5,0
451,Shane Warne,T20_WC,2012,20,213,5,10.65,1
1647,Mitchell Starc,Test,2015,4,33,3,8.25,2
242,James Anderson,T20_WC,2022,4,21,2,5.25,0
1175,Pat Cummins,T20_WC,2012,4,27,0,6.75,1
1473,Yuzvendra Chahal,IPL,2019,10,118,0,11.8,0
1103,Muttiah Muralitharan,IPL,2010,20,207,3,10.35,0
1777,James Anderson,IPL,2014,20,100,0,5.0,1
1512,James Anderson,IPL,2011,10,108,2,10.8,2
1613,Pat Cummins,IPL,2014,4,25,0,6.25,1
422,Mitchell Starc,IPL,2015,4,29,1,7.25,1
654,Shane Warne,T20_WC,2010,4,23,2,5.75,0
915,Shaheen Afridi,T20_WC,2017,10,50,0,5.0,1
137,Trent Boult,IPL,2008,20,170,0,8.5,0
1372,Trent Boult,ODI_WC,2023,20,140,2,7.0,2
801,Shaheen Afridi,IPL,2015,10,75,4,7.5,0
1013,Lasith Malinga,IPL,2013,20,123,0,6.15,1
1825,Ravindra Jadeja,ODI_WC,2010,20,212,0,10.6,1
1965,Rashid Khan,Test,2016,10,62,4,6.2,1
295,Muttiah Muralitharan,ODI_WC,2008,20,172,3,8.6,2
1825,Yuzvendra Chahal,IPL,2015,4,33,4,8.25,1
1540,Shane Warne,IPL,2016,4,45,0,11.25,1
338,Ravindra Jadeja,IPL,2017,10,119,4,11.9,0
1818,James Anderson,ODI_WC,2008,4,45,2,11.25,1
1049,Kagiso Rabada,IPL,2016,4,40,2,10.0,0
227,Trent Boult,ODI_WC,2012,4,32,1,8.0,2
246,Kagiso Rabada,ODI_WC,2023,20,118,1,5.9,1
359,James Anderson,Test,2012,20,221,0,11.05,2
1234,Muttiah Muralitharan,T20_WC,2018,4,40,0,10.0,1
417,Mitchell Starc,ODI_WC,2012,4,23,2,5.75,1
1938,Lasith Malinga,ODI_WC,2018,10,56,1,5.6,1
1912,Glenn Maxwell,IPL,2008,4,38,0,9.5,0
925,Glenn Maxwell,IPL,2023,10,113,2,11.3,0
745,Ravindra Jadeja,IPL,2012,4,25,1,6.25,0
392,Shane Warne,ODI_WC,2019,20,157,0,7.85,1
1969,Shaheen Afridi,T20_WC,2021,10,117,2,11.7,1
1602,Yuzvendra Chahal,ODI_WC,2021,4,46,3,11.5,1
1476,Glenn Maxwell,ODI_WC,2017,10,98,2,9.8,0
1359,Lasith Malinga,ODI_WC,2020,4,33,4,8.25,0
200,Yuzvendra Chahal,Test,2022,20,152,1,7.6,2
1118,Ravindra Jadeja,IPL,2017,10,77,0,7.7,0
303,Lasith Malinga,Test,2013,10,85,2,8.5,2
633,Shane Warne,ODI_WC,2012,20,196,4,9.8,2
1191,Shane Warne,Test,2023,4,34,1,8.5,0
216,Jasprit Bumrah,ODI_WC,2023,20,132,0,6.6,1
1897,Jasprit Bumrah,IPL,2013,20,205,2,10.25,0
704,Yuzvendra Chahal,IPL,2020,10,81,2,8.1,2
1268,Mitchell Starc,IPL,2022,4,36,3,9.0,1
1164,Muttiah Muralitharan,T20_WC,2019,10,104,2,10.4,0
1060,Kagiso Rabada,IPL,2016,10,76,1,7.6,1
1550,Muttiah Muralitharan,ODI_WC,2014,10,115,1,11.5,2
1504,Rashid Khan,T20_WC,2018,10,85,3,8.5,0
819,Trent Boult,IPL,2020,20,198,0,9.9,1
183,Trent Boult,IPL,2012,4,41,0,10.25,2
334,Shane Warne,IPL,2022,20,150,0,7.5,0
1920,Rashid Khan,IPL,2023,10,68,1,6.8,0
156,Stuart Broad,ODI_WC,2017,10,114,1,11.4,1
555,Yuzvendra Chahal,IPL,2016,10,71,0,7.1,1
1172,Mitchell Starc,IPL,2012,20,115,1,5.75,1
1421,Muttiah Muralitharan,ODI_WC,2012,20,169,2,8.45,0
174,Shane Warne,Test,2018,4,43,3,10.75,1
941,Kagiso Rabada,IPL,2013,4,27,0,6.75,1
1105,Yuzvendra Chahal,Test,2015,10,84,1,8.4,1
30,Trent Boult,Test,2008,20,150,0,7.5,0
432,Shane Warne,T20_WC,2016,20,103,2,5.15,0
1640,Shaheen Afridi,IPL,2015,10,59,0,5.9,2
1425,Muttiah Muralitharan,IPL,2021,10,105,0,10.5,0
992,Stuart Broad,ODI_WC,2014,10,115,1,11.5,0
812,Glenn Maxwell,T20_WC,2023,10,50,0,5.0,1
636,James Anderson,ODI_WC,2012,20,220,3,11.0,1
1619,Rashid Khan,Test,2008,10,100,3,10.0,0
1097,Lasith Malinga,IPL,2014,4,39,1,9.75,0
171,Kagiso Rabada,IPL,2016,10,80,1,8.0,1
1600,Shane Warne,ODI_WC,2010,10,73,0,7.3,1
986,Shane Warne,IPL,2019,10,78,0,7.8,1
636,Muttiah Muralitharan,IPL,2023,4,36,0,9.0,2
129,Shaheen Afridi,IPL,2015,20,232,0,11.6,1
817,Stuart Broad,Test,2023,4,25,1,6.25,2
1811,Kagiso Rabada,ODI_WC,2021,4,47,2,11.75,0
109,Lasith Malinga,IPL,2021,20,132,2,6.6,1
268,Pat Cummins,IPL,2010,4,43,1,10.75,2
119,Lasith Malinga,IPL,2019,20,192,0,9.6,1
236,Shaheen Afridi,T20_WC,2010,10,102,3,10.2,1
28,Rashid Khan,ODI_WC,2014,20,216,1,10.8,0
109,Ravindra Jadeja,IPL,2013,4,20,1,5.0,2
998,Jasprit Bumrah,IPL,2021,10,100,0,10.0,2
1439,Glenn Maxwell,Test,2012,4,47,0,11.75,1
316,Mitchell Starc,IPL,2023,10,84,0,8.4,0
205,Kagiso Rabada,IPL,2018,4,35,2,8.75,0
1269,Yuzvendra Chahal,ODI_WC,2014,10,57,0,5.7,0
1643,Muttiah Muralitharan,T20_WC,2016,10,73,0,7.3,1
500,Mitchell Starc,IPL,2008,4,37,2,9.25,0
1589,Shane Warne,IPL,2017,4,23,1,5.75,0
1973,Muttiah Muralitharan,IPL,2020,10,73,0,7.3,0
523,Stuart Broad,IPL,2008,4,29,7,7.25,2
1932,Muttiah Muralitharan,IPL,2022,4,42,1,10.5,0
215,Ravindra Jadeja,T20_WC,2012,10,87,2,8.7,0
1594,Pat Cummins,ODI_WC,2015,20,177,6,8.85,1
1654,Glenn Maxwell,IPL,2014,10,69,2,6.9,2
1583,Mitchell Starc,T20_WC,2014,20,143,1,7.15,0
605,Yuzvendra Chahal,Test,2010,4,32,1,8.0,0
1087,Shane Warne,ODI_WC,2016,20,214,0,10.7,2
1417,Muttiah Muralitharan,IPL,2012,4,28,0,7.0,2
14,Stuart Broad,IPL,2018,10,72,1,7.2,0
992,James Anderson,ODI_WC,2021,10,89,0,8.9,2
451,Kagiso Rabada,T20_WC,2019,10,108,0,10.8,0
896,Mitchell Starc,T20_WC,2017,4,34,3,8.5,2
519,James Anderson,IPL,2010,4,23,0,5.75,0
390,Stuart Broad,IPL,2023,4,45,1,11.25,2
419,Trent Boult,ODI_WC,2013,10,82,0,8.2,0
1243,Lasith Malinga,ODI_WC,2023,4,41,1,10.25,2
1975,Stuart Broad,IPL,2015,20,106,2,5.3,2
412,Yuzvendra Chahal,IPL,2015,10,108,4,10.8,0
791,Stuart Broad,IPL,2011,4,21,1,5.25,1
906,Trent Boult,T20_WC,2020,4,47,1,11.75,2
1361,Muttiah Muralitharan,T20_WC,2022,20,224,1,11.2,0
1846,Lasith Malinga,T20_WC,2011,10,68,0,6.8,1
1086,Trent Boult,ODI_WC,2016,20,131,2,6.55,1
783,Rashid Khan,IPL,2021,4,41,1,10.25,0
1422,Trent Boult,T20_WC,2021,4,24,4,6.0,2
779,Ravindra Jadeja,T20_WC,2020,20,221,2,11.05,0
1847,Shane Warne,Test,2017,10,52,1,5.2,2
93,Muttiah Muralitharan,ODI_WC,2009,4,38,0,9.5,1
1938,Shane Warne,IPL,2020,20,136,0,6.8,2
1050,Kagiso Rabada,T20_WC,2016,10,108,0,10.8,0
1071,Pat Cummins,ODI_WC,2020,4,30,1,7.5,0
1523,Shaheen Afridi,IPL,2020,20,160,1,8.0,1
729,Pat Cummins,IPL,2021,20,120,0,6.0,0
936,Mitchell Starc,IPL,2015,10,93,2,9.3,2
427,Ravindra Jadeja,IPL,2020,4,33,0,8.25,0
1473,Lasith Malinga,IPL,2010,10,50,0,5.0,0
1795,Shaheen Afridi,Test,2023,10,101,2,10.1,0
275,Yuzvendra Chahal,IPL,2009,4,23,2,5.75,2
395,Rashid Khan,IPL,2023,4,34,0,8.5,2
348,Mitchell Starc,Test,2009,10,87,2,8.7,1
896,Mitchell Starc,ODI_WC,2008,10,70,0,7.0,2
371,Stuart Broad,ODI_WC,2017,4,26,0,6.5,0
1362,Jasprit Bumrah,IPL,2016,20,143,2,7.15,0
1205,Shaheen Afridi,IPL,2021,20,155,1,7.75,2
398,Muttiah Muralitharan,ODI_WC,2008,4,46,3,11.5,2
1613,Stuart Broad,Test,2009,20,193,0,9.65,1
851,Mitchell Starc,T20_WC,2014,20,235,3,11.75,2
812,James Anderson,T20_WC,2012,10,55,1,5.5,1
435,Jasprit Bumrah,T20_WC,2020,10,53,0,5.3,1
32,Lasith Malinga,IPL,2018,10,54,0,5.4,2
811,Stuart Broad,T20_WC,2008,20,220,0,11.0,1
1441,Kagiso Rabada,ODI_WC,2011,10,108,2,10.8,1
518,Mitchell Starc,IPL,2019,20,161,0,8.05,0
1182,Trent Boult,T20_WC,2013,20,160,0,8.0,0
586,Shaheen Afridi,ODI_WC,2015,10,79,2,7.9,0
670,Stuart Broad,T20_WC,2009,4,46,1,11.5,2
73,Ravindra Jadeja,IPL,2017,20,136,1,6.8,0
1158,Jasprit Bumrah,Test,2019,20,200,0,10.0,1
128,James Anderson,ODI_WC,2010,4,23,0,5.75,0
1773,Yuzvendra Chahal,T20_WC,2022,10,68,0,6.8,0
1350,Trent Boult,ODI_WC,2021,20,183,1,9.15,2
1748,Trent Boult,IPL,2014,4,36,1,9.0,2
721,James Anderson,T20_WC,2008,4,35,2,8.75,2
1410,James Anderson,IPL,2014,4,23,6,5.75,2
514,Mitchell Starc,ODI_WC,2008,10,102,7,10.2,0
1034,Ravindra Jadeja,T20_WC,2015,4,39,1,9.75,1
1085,Trent Boult,ODI_WC,2013,10,97,3,9.7,1
513,Shaheen Afridi,ODI_WC,2017,4,23,0,5.75,0
290,Mitchell Starc,T20_WC,2021,20,130,0,6.5,1
751,James Anderson,ODI_WC,2014,20,227,2,11.35,1
1781,Kagiso Rabada,T20_WC,2009,4,33,1,8.25,0
804,Trent Boult,IPL,2022,20,158,2,7.9,2
168,Yuzvendra Chahal,IPL,2013,10,111,1,11.1,0
1395,Mitchell Starc,ODI_WC,2012,4,28,1,7.0,2
916,Trent Boult,Test,2010,20,215,4,10.75,1
1248,Ravindra Jadeja,T20_WC,2016,4,32,3,8.0,2
1592,Muttiah Muralitharan,IPL,2012,20,187,0,9.35,2
17,Shaheen Afridi,T20_WC,2015,10,75,2,7.5,1
316,Shane Warne,T20_WC,2011,4,45,1,11.25,2
1703,Jasprit Bumrah,ODI_WC,2020,20,114,1,5.7,1
1494,Muttiah Muralitharan,ODI_WC,2013,4,26,0,6.5,1
133,Shane Warne,T20_WC,2011,20,128,2,6.4,0
833,Ravindra Jadeja,ODI_WC,2011,4,27,1,6.75,0
735,Mitchell Starc,IPL,2016,10,81,2,8.1,0
1042,Kagiso Rabada,IPL,2012,10,58,0,5.8,1
69,Shane Warne,IPL,2008,20,105,0,5.25,2
62,Muttiah Muralitharan,ODI_WC,2022,10,89,1,8.9,2
1881,Pat Cummins,Test,2018,10,85,7,8.5,0
1351,Mitchell Starc,T20_WC,2014,10,73,3,7.3,0
398,Stuart Broad,ODI_WC,2010,4,24,2,6.0,0
903,Stuart Broad,IPL,2018,4,23,1,5.75,1
1118,Mitchell Starc,T20_WC,2010,20,224,0,11.2,1
401,Stuart Broad,IPL,2019,10,80,2,8.0,0
397,Rashid Khan,ODI_WC,2022,10,116,0,11.6,1
408,Pat Cummins,IPL,2013,20,145,1,7.25,0
484,Stuart Broad,IPL,2010,20,185,1,9.25,2
831,Kagiso Rabada,Test,2008,4,35,0,8.75,1
1932,Kagiso Rabada,Test,2013,10,61,2,6.1,1
1682,Mitchell Starc,ODI_WC,2014,10,84,4,8.4,1
1175,Kagiso Rabada,ODI_WC,2022,10,83,0,8.3,1
406,Mitchell Starc,ODI_WC,2012,4,34,3,8.5,2
1561,Shaheen Afridi,Test,2020,4,28,1,7.0,2
1836,Kagiso Rabada,IPL,2008,4,26,0,6.5,1
281,Lasith Malinga,Test,2009,10,78,2,7.8,2
1636,Ravindra Jadeja,Test,2009,20,229,4,11.45,0
917,Glenn Maxwell,ODI_WC,2017,4,35,4,8.75,2
1648,Glenn Maxwell,T20_WC,2015,10,82,2,8.2,0
797,James Anderson,IPL,2015,4,25,1,6.25,1
1596,Glenn Maxwell,Test,2015,20,229,0,11.45,0
1525,Kagiso Rabada,T20_WC,2009,10,96,2,9.6,0
510,Kagiso Rabada,T20_WC,2019,4,47,2,11.75,2
1928,Glenn Maxwell,T20_WC,2019,10,61,0,6.1,1
1137,Shaheen Afridi,Test,2012,20,154,0,7.7,2
118,Yuzvendra Chahal,IPL,2012,20,146,1,7.3,2
517,Jasprit Bumrah,IPL,2011,20,146,3,7.3,1
706,Yuzvendra Chahal,IPL,2015,20,104,2,5.2,1
180,Lasith Malinga,T20_WC,2015,10,87,0,8.7,2
407,James Anderson,T20_WC,2019,4,37,1,9.25,2
386,Kagiso Rabada,T20_WC,2020,20,106,0,5.3,0
1238,Glenn Maxwell,IPL,2016,10,111,0,11.1,0
853,Mitchell Starc,ODI_WC,2011,20,128,1,6.4,2
108,Lasith Malinga,IPL,2008,20,120,0,6.0,2
1660,Glenn Maxwell,Test,2018,10,62,7,6.2,2
1457,Glenn Maxwell,ODI_WC,2016,10,79,2,7.9,2
1489,Kagiso Rabada,IPL,2008,10,55,2,5.5,2
168,Mitchell Starc,IPL,2011,20,215,2,10.75,1
1213,Stuart Broad,T20_WC,2018,20,195,2,9.75,2
1823,Yuzvendra Chahal,IPL,2017,4,33,0,8.25,2
89,Rashid Khan,T20_WC,2008,20,170,1,8.5,0
1415,Lasith Malinga,IPL,2010,4,31,0,7.75,1
25,Muttiah Muralitharan,T20_WC,2010,20,200,0,10.0,0
978,Shane Warne,IPL,2023,4,46,1,11.5,2
96,Mitchell Starc,T20_WC,2014,4,35,1,8.75,2
122,Glenn Maxwell,IPL,2019,4,35,2,8.75,2
698,Rashid Khan,IPL,2010,10,86,0,8.6,2
1597,James Anderson,ODI_WC,2013,10,113,1,11.3,2
1352,Shane Warne,IPL,2017,4,37,4,9.25,1
1038,Shaheen Afridi,IPL,2011,10,111,0,11.1,1
1392,Ravindra Jadeja,T20_WC,2013,20,181,2,9.05,1
134,James Anderson,Test,2016,10,98,1,9.8,1
1143,Trent Boult,IPL,2019,10,95,1,9.5,1
1559,Shaheen Afridi,T20_WC,2014,20,161,0,8.05,0
1103,Glenn Maxwell,IPL,2008,20,119,3,5.95,0
676,Stuart Broad,IPL,2015,4,31,1,7.75,1
963,Mitchell Starc,Test,2023,10,111,1,11.1,2
429,Trent Boult,ODI_WC,2011,20,191,4,9.55,2
428,Stuart Broad,IPL,2015,20,232,0,11.6,2
393,Shaheen Afridi,IPL,2022,10,69,1,6.9,1
453,Pat Cummins,IPL,2010,10,83,2,8.3,1
1152,Shaheen Afridi,Test,2017,4,40,3,10.0,2
12,Shane Warne,IPL,2019,10,59,0,5.9,0
1757,Shaheen Afridi,Test,2021,20,113,2,5.65,0
65,Lasith Malinga,IPL,2012,10,102,4,10.2,0
1761,Shaheen Afridi,IPL,2010,4,38,2,9.5,0
1208,Glenn Maxwell,IPL,2019,10,83,1,8.3,2
533,Kagiso Rabada,IPL,2018,10,54,3,5.4,0
1726,Yuzvendra Chahal,IPL,2020,10,93,3,9.3,1
1045,Mitchell Starc,IPL,2021,20,193,2,9.65,1
603,Shaheen Afridi,IPL,2010,20,142,2,7.1,1
514,Rashid Khan,T20_WC,2010,20,112,1,5.6,0
1416,Glenn Maxwell,IPL,2011,20,170,0,8.5,1
396,Shane Warne,Test,2010,4,33,2,8.25,1
1686,Jasprit Bumrah,T20_WC,2023,20,141,0,7.05,1
945,Stuart Broad,IPL,2021,20,178,3,8.9,1
9,Pat Cummins,IPL,2019,4,37,4,9.25,2
1708,Shane Warne,ODI_WC,2009,20,229,0,11.45,0
1958,Yuzvendra Chahal,T20_WC,2020,20,208,1,10.4,0
1885,Shane Warne,IPL,2021,20,213,0,10.65,0
771,Muttiah Muralitharan,IPL,2013,10,62,1,6.2,2
854,Trent Boult,T20_WC,2008,4,32,2,8.0,0
1860,Muttiah Muralitharan,IPL,2012,20,129,1,6.45,2
1001,Ravindra Jadeja,IPL,2018,4,25,3,6.25,1
461,Yuzvendra Chahal,IPL,2013,20,170,3,8.5,2
728,Yuzvendra Chahal,ODI_WC,2019,10,69,1,6.9,0
1664,Shaheen Afridi,ODI_WC,2008,20,130,2,6.5,2
1154,Jasprit Bumrah,IPL,2008,20,201,0,10.05,2
1411,Jasprit Bumrah,IPL,2014,10,52,1,5.2,1
1679,Lasith Malinga,IPL,2021,10,102,2,10.2,2
1752,Rashid Khan,T20_WC,2018,4,45,7,11.25,2
1586,Lasith Malinga,ODI_WC,2023,4,39,4,9.75,2
410,Ravindra Jadeja,IPL,2013,20,127,0,6.35,2
136,Pat Cummins,IPL,2016,20,203,1,10.15,0
1640,Ravindra Jadeja,Test,2011,10,85,0,8.5,1
693,Ravindra Jadeja,IPL,2010,20,189,3,9.45,2
1007,Jasprit Bumrah,IPL,2013,4,30,2,7.5,1
517,Shane Warne,IPL,2015,10,63,4,6.3,1
712,Trent Boult,IPL,2012,10,51,1,5.1,0
174,James Anderson,ODI_WC,2010,10,101,0,10.1,2
1063,Shane Warne,IPL,2010,20,159,2,7.95,2
1390,Stuart Broad,IPL,2008,4,26,3,6.5,0
800,Shaheen Afridi,IPL,2013,10,93,0,9.3,0
863,Stuart Broad,T20_WC,2017,4,42,3,10.5,0
1852,Shane Warne,Test,2014,10,87,2,8.7,1
126,Muttiah Muralitharan,IPL,2016,10,103,0,10.3,2
1992,Pat Cummins,Test,2013,4,29,2,7.25,2
1553,James Anderson,ODI_WC,2015,10,95,0,9.5,2
763,Lasith Malinga,ODI_WC,2013,20,186,0,9.3,0
1152,Shane Warne,IPL,2009,4,24,0,6.0,1
1943,James Anderson,IPL,2010,4,40,2,10.0,1
487,Jasprit Bumrah,T20_WC,2018,10,103,0,10.3,0
754,Mitchell Starc,Test,2022,4,38,0,9.5,2
1485,Pat Cummins,ODI_WC,2021,20,153,2,7.65,2
953,Shaheen Afridi,ODI_WC,2020,10,88,0,8.8,1
1196,Kagiso Rabada,T20_WC,2008,20,161,2,8.05,1
335,Muttiah Muralitharan,Test,2012,20,100,2,5.0,2
301,Trent Boult,ODI_WC,2019,20,101,3,5.05,0
604,Trent Boult,ODI_WC,2018,4,25,2,6.25,0
176,Stuart Broad,IPL,2013,10,113,2,11.3,1
1246,Shane Warne,Test,2013,10,94,2,9.4,0
1551,Trent Boult,IPL,2020,20,154,0,7.7,0
678,Pat Cummins,T20_WC,2019,20,184,1,9.2,2
1928,Rashid Khan,IPL,2009,10,54,1,5.4,2
1710,Kagiso Rabada,IPL,2008,10,57,2,5.7,0
509,James Anderson,IPL,2014,20,111,0,5.55,1
335,Muttiah Muralitharan,IPL,2023,10,107,2,10.7,2
1766,Mitchell Starc,ODI_WC,2011,20,239,1,11.95,2
1447,Shane Warne,Test,2016,20,131,2,6.55,2
691,Jasprit Bumrah,Test,2018,20,167,0,8.35,1
1698,Yuzvendra Chahal,IPL,2015,20,118,1,5.9,2
1316,Glenn Maxwell,IPL,2013,4,44,4,11.0,2
1044,James Anderson,ODI_WC,2023,10,60,2,6.0,0
1900,Stuart Broad,IPL,2017,10,86,3,8.6,1
525,James Anderson,Test,2010,10,90,0,9.0,0
1580,Pat Cummins,ODI_WC,2015,20,167,4,8.35,0
1581,Muttiah Muralitharan,ODI_WC,2019,4,21,2,5.25,0
1327,Glenn Maxwell,T20_WC,2017,10,97,2,9.7,0
533,Shane Warne,Test,2019,20,224,0,11.2,0
1903,Lasith Malinga,T20_WC,2022,20,112,0,5.6,0
407,Glenn Maxwell,Test,2008,4,40,2,10.0,2
558,Jasprit Bumrah,Test,2018,4,42,2,10.5,1
771,James Anderson,IPL,2016,20,122,0,6.1,0
726,Yuzvendra Chahal,Test,2017,10,119,1,11.9,1
1629,Ravindra Jadeja,IPL,2020,20,141,2,7.05,1
1448,Shane Warne,ODI_WC,2016,4,28,0,7.0,2
1758,Glenn Maxwell,IPL,2023,20,179,2,8.95,1
448,Rashid Khan,IPL,2017,20,214,1,10.7,1
1368,Stuart Broad,ODI_WC,2015,4,32,0,8.0,1
345,Rashid Khan,Test,2017,4,35,0,8.75,1
1996,Shane Warne,IPL,2011,20,186,1,9.3,2
434,Glenn Maxwell,T20_WC,2016,4,42,2,10.5,2
1172,Kagiso Rabada,T20_WC,2018,10,95,1,9.5,0
1505,Mitchell Starc,Test,2016,10,61,0,6.1,1
1831,Jasprit Bumrah,T20_WC,2019,10,92,3,9.2,1
1174,Shaheen Afridi,Test,2017,4,25,1,6.25,2
1405,Rashid Khan,Test,2018,20,161,0,8.05,2
1326,James Anderson,Test,2012,20,221,2,11.05,2
1107,Stuart Broad,ODI_WC,2013,20,117,1,5.85,1
1056,Stuart Broad,IPL,2023,20,150,1,7.5,2
373,Mitchell Starc,T20_WC,2018,10,89,0,8.9,1
